;city;firm;url;phone
336;Москва;ЭЛИАС ВЦ;http://elias.ru/;(495) 255-2700
337;Санкт-Петербург;СИГМА;https://sigma-it.ru/solutions/resheniya-na-baze-produktov-1s/;(812) 602-2772
338;Самара;АЛИО;http://1c.alio-soft.ru/;(846) 268-3030
339;Омск;Бизнес Системы;http://www.bsomsk.ru/;(3812) 53-5310
340;Курск;"ГК ""Гарант-Плюс""";http://www.garantplus.ru/;(4712) 27-0245
341;Тверь;ОМНИТЕК-Программные решения;http://www.omnitech.ru/1c/;(4822) 77-7892
342;Киров;ИП Голдованская Наталья Георгиевна;;(8332) 78-9391
343;Краснодар;Тех-Информ;http://t-inform.ru/;(861) 279-2121
344;Саратов;Мастер Софт;http://www.msltd.ru/;(8452) 40-77-88
345;Омск;Сатори Консалтинг;http://www.satoryomsk.ru/;(3812) 90-6911
346;Владимир;Оптима;http://optima33.com/;(4922) 37-3331
347;Оренбург;Концепт-Софт;http://www.concept-soft.ru/;(3532) 36-6255
348;Волгоград;"Группа компаний ""КОПАК""";http://www.kopak.ru/;(8442) 25-5025
349;Рязань;1С-РАРУС-РЯЗАНЬ;http://rarus.ru/rzn/;(4912) 24-6848
350;Красногорск;1С:Первый Бит, Красногорск;http://krasnogorsk.1cbit.ru/;(495) 748-0120
351;Владимир;"Фирма ""КИЖИ""";http://www.kiji.ru/;(4922) 77-9801
352;12;;;
353;;;;
354;Екатеринбург;Геософт-Плюс;https://geosoft-plus.ru/?tab=products;(343) 287-6030
355;Пенза;"Группа компаний ""ЭЛСОФТ""";http://www.soft58.ru/;(8412) 46-1046
356;Санкт-Петербург;БиАйЭй-Технолоджиз;http://www.bia-tech.ru/;(812) 448-1020
357;Москва;Производственная безопасность и экология (ПБЭ);https://www.1c-prombez.ru/;(499) 346-8777
358;Москва;ГК АЛЬТЕР ЛОГО;https://alterlogo.ru/;(499) 703-3333
359;Москва;КТ:Алкоголь;http://www.kt-alkogol.ru/;(495) 660-1466
360;Воронеж;Черноземье ИНТЕКО;http://www.chernozemie-inteko.ru/;(473) 255-9684
361;Красноярск;Алиас;http://www.als-krsn.ru/;(391) 227-7996
362;Иваново;ГК ИТБ;http://cit-ivanovo.ru/;(4932) 58-1558
363;Москва;"Группа компаний ""Эксперт""";http://www.expert-1c.com/;(499) 929-5307
364;Хабаровск;1С:Первый БИТ,Хабаровск;https://habarovsk.1cbit.ru/;(4212) 45-50-85
365;Саранск;Компания Гарант;http://www.grnt.ru/;(8342) 22-2837
366;Волгоград;Резон ВЦ;http://www.rezoncom.ru/;(8442) 62-0091
367;Москва;Ассино;https://www.assino.ru/;(495) 745-0139
368;Челябинск;1С:Франчайзи ЛИНК-СЕРВИС;http://www.link-service.ru/;(351) 734-0003
369;Симферополь;1С:Первый Бит, Симферополь;;(3652) 77-3537
370;Москва;СОФТ - ЭВЕРЕСТ;https://www.soft-everest.ru/;(499) 703-4242
371;Санкт-Петербург;Софт Ассистент;http://www.softassistant.ru/;(812) 931-8319
372;Курск;АРД-Сервис;http://www.ard-service.ru/;(4712) 227-000
373;Подольск;ALT-SOFT;;(4967) 56-5100
374;Гродно;Группа компаний «ЭтикетСервис»;http://www.eservice.by;(+375 152) 685568
375;Красноярск;Катран ПСК;http://www.katran-psk.ru/;(391) 989-1003
376;Алматы;ActivSoft;;(7132) 906-900
377;Минск;Простые программы;http://www.1pro.by;(+375 17) 2-767-767
378;Иваново;"Группа Компаний ""Ардис""";http://ardis-group.su/;(4932) 58-1939
379;Егорьевск;ИНТЕХ;http://nt1c.ru/;(49640) 6-7210
380;Москва;А.В.Т.;http://www.avt-1c.ru/;(495) 989-4567
381;Санкт-Петербург;АртАйТи;https://artitgroup.ru;(800) 200-2097
382;Петропавловск;Арида;http://www.arida.kz/;(7152) 50-2000
383;Тула;Райтек;http://raytec.ru/;(495) 320-0850
384;13;;;
385;;;;
386;Воронеж;Деловое программное обеспечение;http://www.dpo-it.ru/;(473) 202-1359
387;Хабаровск;Ажур-Консалтинг. Внедренческий Центр;http://www.ajur.consulting/;(4212) 47-7774
388;Санкт-Петербург;Русские Решения;http://www.ruresh.ru/;(812) 640-2824
389;Саранск;Решение-Н;http://www.reshenie-n.ru;(8342) 33-3997
390;Махачкала;"ВЦ ""ДжигИТ""";;(8722) 66-0670
391;Москва;1С-КПД;http://www.1c-kpd.ru/;(495) 640-0093
392;Нур-Султан;POSCENTER.KZ;https://poscenter.kz/;(7172) 77-2011
393;Архангельск;НордИС;http://www.нордис.рф/Left_menu/company/?bitrix_include_areas=N&clear_cache=Y;(8182) 42-0032
394;Махачкала;ИНТЕХ-СОФТ;http://www.intechsoft.ru/;(8722) 61-0031
395;Брянск;Верное решение;http://vernoe.ru;(4832) 505-202
396;Красноярск;Собиз;http://www.sobiz24.ru/;(391) 205-1110
397;Санкт-Петербург;АИГ КОНСАЛТ;http://www.aiggroup.ru/;(812) 336-4252
398;Красноярск;АБС (Автоматизированные бизнес-системы);http://www.kras-abs.ru/;(391) 292-9723
399;Екатеринбург;"Группа компаний ""Геософт""";http://www.geosoft-ek.ru/;(343) 287-87-90
400;Москва;Цифровизация производства;;(499) 755-5496
401;Юрга;"Группа компаний ""Атория"" (ООО ""Юргасофт"")";https://www.yurgasoft.ru/;(383) 209-3343
402;Санкт-Петербург;Учебный центр ЭКОС;http://ekos-spb.ru/;(812) 334-1199
403;Сызрань;"Компания ""Байт""";http://byte-szr.ru/;(8464) 98-22-11
404;Благовещенск (Амурская обл.);КРИПТА;;(4162) 99-9911
405;Великий Новгород;СОФТ-СЕРВИС;http://www.soft.natm.ru/;(8162) 73-1414
406;Челябинск;ITC;http://itc174.ru;(351) 267-2925
407;Калининград;Консалт Инфо;https://1c.consult-info.ru/;(4012) 92-0838
408;Пятигорск;ГК Макрософт;http://www.mskmv.ru/;(8793) 31-7917
409;Уфа;Велс;http://wels1c.ru/;(347) 293-0533
410;Санкт-Петербург;Инфостарт-Сервис;https://support.infostart.ru/;(812) 309-0646
411;Кострома;БизнесСофт;https://www.buh44.ru/;(4942) 35-0975
412;Калининград;Дакс групп;https://www.daxgroup.ru/;(4012) 99-9101
413;Москва;АФМ-Серверс;http://www.a4m.ru;(495) 602-0815
414;Нур-Султан;FREE SOLUTIONS;http://www.free-solutions.net/;(7172) 571-437
415;Санкт-Петербург;АЛЬФА-Софт;http://www.alsoft.spb.ru/;(812) 740-4742
416;14;;;
417;;;;
418;Кокшетау;СофтМастер;http://www.softmaster.kz/;(7162) 25-4464
419;Москва;Механика Бизнеса;https://mechb.ru/;(495) 134-4990
420;Москва;ГРУППА КОМПАНИЙ РАЦИОНАЛЬ;http://www.rational-it.ru/;(495) 166-2814
421;Самара;Датекс Софт;https://datexsoft.ru/;(846) 300-4840
422;Баку;ICGroup.AZ;https://icgroup.az/;(+994 12) 511-1048
423;Краснодар;ЭДИТ ПРО;https://www.edit-pro.ru/;(861) 204-0080
424;Магнитогорск;Сорокин и К;http://www.sorokinltd.ru/;(3519) 54-1234
425;Омск;ФТО;https://fto.com.ru/;(499) 136-0054
426;Ростов-на-Дону;ДММ;https://dmm-it.ru/;(863) 308-1749
427;Симферополь;Легасофт;https://crimea.legasoft.ru/;(3652) 78-8478
428;Самара;ТРИ С;http://3c-samara.ru/;(846) 3004452
429;Подольск;АйТи Кампания;http://www.it-kamp.ru/;(4967) 55-4115
430;Владивосток;ИнфоСофт;http://www.aktorg.ru/;(423) 280-4080
431;Санкт-Петербург;КОМПАС;http://www.it-ac.ru/;(812) 329-1170
432;Смоленск;Новая Цефея;http://www.1cnc.ru/;(4812) 24-0476
433;Белгород;ЦентрПрограммСистем;http://www.1cps.ru/;(499) 348-1318
434;Тюмень;"Группа Компаний ""ДИО-Консалт""";http://www.diocon.ru;(3452) 50-0690
435;Воронеж;ДИАРТ;http://2drt.ru/;(473) 2030209
436;Ухта;Консалт-Информ;https://consult-inform.com/;(8216) 76-55-85
437;Москва;ИТРП;http://www.itrp.ru/;(495) 600-6181
438;Владивосток;Юманс Внедренческий Центр;http://www.soft.umans.ru/;(423) 240-0040
439;Грозный;Веб Мастер 95;https://softyou.ru/;(8712) 29-6230
440;Уссурийск;"Компания ""Эталон-1""";http://www.etalon1.ru/;(4234) 33-3147
441;Мурманск;"Компания ""Каскад""";http://www.kskd.net/;(8152) 777666
442;Видное;"Группа компаний ""Axelsoft""";http://1svidnoe.ru/;(499) 322-3920
443;Шымкент;"Компьютерный Центр ""Сервер""";http://1c-server.kz/;(7252) 39-3736
444;Ростов-на-Дону;КОМПЬЮТЕРНАЯ БУХГАЛТЕРИЯ;http://www.1c-kb.ru;(863) 299-9150
445;Орел;Орелучет;http://www.oreluchet.ru/;(4862) 44-5323
446;Кишинев;SOFT LIDER SRL;http://www.soft-lider.md/;(373 22) 44-2318
447;Иркутск;Лаборатория С;http://940000.ru/;(3952) 94-0000
448;15;;;
449;;;;
450;Рязань;Группа компаний БИТ;http://2015.bit-it.ru/;(4912) 46-6099
451;Благовещенск (Амурская обл.);Ай-Ти-Эс Альфа;http://www.itsdv.ru/;(4162) 44-0004
452;Якутск;"Компьютерный Центр ""Гармония Плюс""";http://www.garmonie.ru/;(4112) 50-0202
453;Казань;Информационные Бизнес Решения (ИБР);http://ibr-kazan.ru/;(843) 207-12-19
454;Караганда;Группа компаний ERP;;(721) 251-3921
455;Баку;Best Soft;http://www.bestsoft.az/;(+994 12) 599-0848
456;Саяногорск;Бизнес Форум;http://bf19.ru/;(39042) 6-7133
457;Караганда;Сервис-Процесс;http://www.ss-ps.kz/;(7212) 506562
458;Сергиев Посад;Бизнес-Эксперт;http://bexpert.ru/;(496) 552-2678
459;Калининград;Булеан;http://www.boolean.ru/;(4012) 77-7737
460;Пятигорск;Консалт-бюро Portal-Z;http://portal-z.ru/;(8793) 40-4872
461;Волгоград;Эккаунтинг Сервис;http://www.acco.ru/;(8442) 67-6122
462;Одинцово;"Внедренческий центр ""Б-Софт""";https://vc-bsoft.ru/;(499) 110-2022
463;Белгород;INTEGRATE;http://www.integrate1c.ru/;(4722) 36-1236
464;Краснодар;Современные технологии управления;http://1c.mtmb.ru/;(861) 279-0072
465;Пенза;Бизнес Архитектор;http://www.ba58.ru/;(8412) 20-4411
466;Казань;Компьютерные системы;;(843) 518-7620
467;Москва;Новое Образование;http://www.novoeo.ru/;(495) 662-48-10
468;Москва;Лаборатория программного обеспечения;http://www.helix-group.ru/;(495) 649-6783
469;Оренбург;Сетевые решения;http://set-r.ru/;(3532) 69-0215
470;Владивосток;ABCraft;;(423) 239-3100
471;Екатеринбург;"Группа компаний ""АиБ""";http://www.aib.ru/;(343) 707-2600
472;Белгород;ИНФОТЕХ;http://www.infotex.ru/files/site/index.htm;(4722) 58-6060
473;Москва;ЦПТ Вега;http://vegaproject.ru/;(495) 988-8637
474;Сочи;Сан-Сити;http://www.sandsoft.ru/;(862) 227-0010
475;Москва;"Группа компаний ""Аудит-Эскорт""";http://www.audit-escort.ru/;(495) 231-4976
476;Екатеринбург;ЕРП Центр;http://www.erpcentr.ru/;(343) 363-0265
477;Москва;"Компания ""Синимекс""";http://www.cinimex.ru;(495) 955-7955
478;Баку;Marco Computer Technology;http://marco.az/;(99412) 432-0744
479;Калуга;Группа компаний ФАВОР;http://www.firmafavor.ru/;(4842) 79-4315
480;16;;;
481;;;;
482;Москва;AXELOT;https://www.axelot.ru/;(495) 961-2609
483;Москва;АКАМ;http://www.akam.ru/;(495) 787-4008
484;Санкт-Петербург;Астрософт;;(812) 670-1147
485;Минск;"ОДО ""Экономика-софт""";http://www.e-s.by/;(37517) 388-19-19
486;Подольск;ICom ВЦ;http://www.1comvc.ru/1c8;(4967) 55-9134
487;Северодвинск;"Группа компаний ""ПО-Проект""";http://www.poproekt.ru/;(8184) 59-8180
488;Подольск;1С:Франчайзинг. ВЦ ЭКСПЕРТ;http://www.expertvc.ru/;(495) 787-0316
489;Мелеуз;"Фирма ""Сервер""";http://www.kv-plata.ru/;(34764) 3-0647
490;Барнаул;IT-Решения;http://www.its22.ru/;(3852) 69-5989
491;Москва;СофтГруп;;(495) 6680775
492;Санкт-Петербург;ЛБС;http://www.lbs-it.ru/;(812) 702-7790
493;Минск;Группа компаний «Главбух»;http://www.gbsoft.by;(017) 200-9966
494;Рязань;1С:Франчайзинг. Седна СЕРВИС;http://www.sednagroup.ru/;(4912) 24-6722
495;Костанай;"Группа компаний ""Profi Soft""";http://profi-soft.kz/;(7142 ) 917-020
496;Саранск;Ателье информационных систем;http://www.it-atelier.ru/;(495) 5056378
497;Краснодар;Альта;http://alta-krd.ru/;(800) 600-19-23
498;Омск;ВЦ ТОВШИК;http://www.tovshik.ru/;(3812) 23-4771
499;Уфа;Два Н Ком;http://www.2ncom.ru/;(347) 292-1888
500;Воронеж;ФРЕГАТ;http://www.fregat-vc.ru/;(473) 220-5999
501;Ульяновск;УмКо;http://www.umko.ru/;(8422) 27-2780
502;Анапа;ГК Система+;http://systema-plus.ru/;(86133) 7-0201
503;Казань;Икс-Игрек-Зет Автоматизация;http://www.xyz-1c.ru/;(499) 653-9304
504;Серпухов;Альфа-Сервис;http://www.alpha-s.ru/;(4967) 35-2774
505;Барнаул;АлаБайт;http://alabait.ru/;(3852) 720-560
506;Нур-Султан;Центрсофт;http://cskz.kz/;(7172) 768291
507;Москва;Галфинд;http://gf-fin.ru/;(495) 962-1767
508;Волоколамск;Рациональная Автоматизация, офис Волоколамск;https://volok.r-av.ru;(495) 120-3457
509;Нижневартовск;1С:Франчайзинг. Сервисный центр МКС;http://www.scmcs.ru/;(3466) 49-1574
510;Санкт-Петербург;РАУ АйТи;http://rauit.ru/;(812) 309-2903
511;Екатеринбург;Активная логика;http://activelogic.ru/;(343) 379-2683
512;17;;;
513;;;;
514;Караганда;1С:Франчайзинг Ваниев;http://www.vaniev.kz/;(7212) 43-1188
515;Нижний Новгород;Внедренческий Центр Контакт;http://www.contact-vc.ru/;(831) 280-84-67
